Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,58.599998,59.500000,58.525501,59.450500,59.450500,53890000
2018-01-03,59.415001,60.274502,59.415001,60.209999,60.209999,62176000
2018-01-04,60.250000,60.793499,60.233002,60.479500,60.479500,60442000
2018-01-05,60.875500,61.457001,60.500000,61.457001,61.457001,70894000
2018-01-08,61.799999,62.653999,61.601501,62.343498,62.343498,85590000
2018-01-09,62.845001,62.966499,62.088001,62.634998,62.634998,73226000
2018-01-10,62.257500,62.716499,61.861500,62.716499,62.716499,53720000
2018-01-11,62.987000,63.838501,62.823002,63.834000,63.834000,62500000
2018-01-12,63.669498,65.288002,63.669498,65.260002,65.260002,108874000
2018-01-16,66.150002,66.997002,64.614998,65.242996,65.242996,144414000
2018-01-17,65.612000,65.699997,64.043999,64.750000,64.750000,105076000
2018-01-18,64.697502,65.230003,64.200996,64.666000,64.666000,80538000
2018-01-19,65.599998,65.650002,64.649498,64.728996,64.728996,91570000
2018-01-22,64.858498,66.372498,64.833000,66.365501,66.365501,82802000
2018-01-23,66.904503,68.245003,66.866997,68.126999,68.126999,103386000
2018-01-24,68.740997,69.407997,66.900002,67.875504,67.875504,136150000
2018-01-25,68.400002,68.917000,67.880997,68.897499,68.897499,95060000
2018-01-26,69.600502,70.126503,69.045502,70.102501,70.102501,97146000
2018-01-29,70.459000,71.569504,70.022003,70.884003,70.884003,114038000
2018-01-30,70.158501,71.962502,69.599998,71.890999,71.890999,117438000
2018-01-31,72.565002,73.628998,72.501999,72.544502,72.544502,128494000
2018-02-01,72.250000,72.994003,69.257004,69.500000,69.500000,182276000
2018-02-02,73.869499,74.900002,70.699997,71.497498,71.497498,222514000
2018-02-05,70.130997,72.948997,66.036003,69.500000,69.500000,229900000
2018-02-06,68.072998,72.199501,67.589500,72.141998,72.141998,221336000
2018-02-07,72.449997,73.049500,70.757500,70.838997,70.838997,143254000
2018-02-08,71.484001,71.687500,67.497002,67.525002,67.525002,171572000
2018-02-09,68.674500,69.175003,63.296501,66.980003,66.980003,282830000
2018-02-12,68.233498,69.690498,67.200500,69.311501,69.311501,134778000
2018-02-13,69.296501,70.986000,69.176498,70.725502,70.725502,118358000
2018-02-14,70.312500,72.602997,70.167999,72.552498,72.552498,119184000
2018-02-15,73.344498,73.446999,71.842003,73.087997,73.087997,113054000
2018-02-16,72.868500,73.290001,72.328003,72.434502,72.434502,89452000
2018-02-20,72.324501,74.438499,72.324501,73.417503,73.417503,129984000
2018-02-21,74.250000,75.174500,73.945999,74.146004,74.146004,126088000
2018-02-22,74.767998,75.126999,73.788002,74.266998,74.266998,97162000
2018-02-23,74.766998,75.000000,74.324997,75.000000,75.000000,88362000
2018-02-26,75.459999,76.141998,75.349998,76.097504,76.097504,99100000
2018-02-27,76.224998,76.338997,75.360497,75.598999,75.598999,96176000
2018-02-28,75.975502,76.434998,75.599998,75.622498,75.622498,90300000
2018-03-01,75.680000,75.924500,73.250000,74.672501,74.672501,136704000
2018-03-02,73.455002,75.052498,72.750504,75.012497,75.012497,131752000
2018-03-05,74.711998,76.268997,74.050003,76.180496,76.180496,104678000
2018-03-06,76.660004,77.106499,76.400002,76.882004,76.882004,91234000
2018-03-07,76.325996,77.294998,76.125504,77.250000,77.250000,83482000
2018-03-08,77.500000,77.744003,77.262497,77.593002,77.593002,77252000
2018-03-09,78.175003,78.946999,77.954002,78.944504,78.944504,90686000
2018-03-12,79.629997,80.266502,79.334999,79.919502,79.919502,103484000
2018-03-13,80.797997,80.876999,78.900497,79.408997,79.408997,130638000
2018-03-14,79.849998,80.321999,79.544502,79.550003,79.550003,85188000
2018-03-15,79.750000,79.845497,78.905502,79.115997,79.115997,81394000
2018-03-16,79.172501,79.472000,78.375000,78.584000,78.584000,108500000
2018-03-19,77.726501,78.083000,76.267502,77.246498,77.246498,131616000
2018-03-20,77.516998,79.349998,77.270500,79.325500,79.325500,91632000
2018-03-21,79.322502,79.500000,78.158501,79.093002,79.093002,95016000
2018-03-22,78.273499,78.692497,77.120003,77.246002,77.246002,126412000
2018-03-23,76.950500,77.450996,74.767998,74.778000,74.778000,160120000
2018-03-26,76.500000,77.849503,74.962502,77.792999,77.792999,112494000
2018-03-27,78.620003,78.798500,74.115997,74.852501,74.852501,139992000
2018-03-28,72.349998,72.794998,69.308502,71.570999,71.570999,274106000
2018-03-29,70.300003,72.773499,68.260002,72.366997,72.366997,251622000
2018-04-02,70.880997,71.068001,67.750000,68.599503,68.599503,209272000
2018-04-03,69.569000,70.699997,67.766502,69.602501,69.602501,204624000
2018-04-04,67.912003,70.769501,67.643997,70.528503,70.528503,139646000
2018-04-05,72.099503,72.977997,71.353500,72.587502,72.587502,128270000
2018-04-06,71.498497,72.625000,70.013000,70.261497,70.261497,117646000
2018-04-09,71.251503,71.924004,70.128502,70.304001,70.304001,84164000
2018-04-10,71.599503,71.918999,70.785004,71.810997,71.810997,85082000
2018-04-11,71.972000,72.439003,71.244499,71.352501,71.352501,71650000
2018-04-12,71.974998,72.606003,71.752998,72.425003,72.425003,62700000
2018-04-13,72.457001,72.988998,71.225998,71.539497,71.539497,73706000
2018-04-16,72.250000,72.349998,71.374001,72.074997,72.074997,56172000
2018-04-17,73.114998,75.359497,72.850998,75.191498,75.191498,102288000
2018-04-18,75.732498,76.690002,75.205498,76.391998,76.391998,104550000
2018-04-19,77.161003,78.426003,76.953003,77.845497,77.845497,130474000
2018-04-20,78.059998,78.059998,75.804497,76.374496,76.374496,110832000
2018-04-23,77.334503,77.400002,75.170502,75.892998,75.892998,89308000
2018-04-24,76.790001,76.974998,72.422501,73.004501,73.004501,149894000
2018-04-25,72.900002,73.499496,70.750999,73.008499,73.008499,131746000
2018-04-26,74.250504,76.471001,73.925003,75.898003,75.898003,176022000
2018-04-27,81.700500,81.904999,78.369499,78.630997,78.630997,261064000
2018-04-30,79.125000,79.800003,78.046997,78.306503,78.306503,109282000
2018-05-01,78.161003,79.250000,77.609001,79.112999,79.112999,91442000
2018-05-02,79.049004,79.425003,78.318001,78.484001,78.484001,87206000
2018-05-03,78.000504,78.739998,77.301003,78.603996,78.603996,85038000
2018-05-04,78.122498,79.245003,78.109497,79.047501,79.047501,68872000
2018-05-07,79.467003,80.347504,79.391502,80.007004,80.007004,76038000
2018-05-08,79.750000,79.844002,79.125504,79.619499,79.619499,61358000
2018-05-09,80.000000,80.400002,79.599998,80.400002,80.400002,72746000
2018-05-10,80.424004,80.779999,80.171997,80.454002,80.454002,56350000
2018-05-11,80.549500,80.555000,79.894501,80.145500,80.145500,45278000
2018-05-14,80.199997,80.558998,80.002502,80.077003,80.077003,50190000
2018-05-15,79.389999,79.389999,78.261002,78.806000,78.806000,101550000
2018-05-16,78.875000,79.721497,78.833504,79.363998,79.363998,51412000
2018-05-17,79.028000,79.702003,78.650002,79.087997,79.087997,42952000
2018-05-18,79.066498,79.179497,78.605003,78.718498,78.718498,52852000
2018-05-21,79.250000,79.602501,78.750000,79.273003,79.273003,58504000
2018-05-22,79.494499,79.494499,78.762497,79.070000,79.070000,42312000
2018-05-23,78.552498,80.093002,78.317001,80.093002,80.093002,67238000
2018-05-24,79.901497,80.412003,79.418999,80.153503,80.153503,68600000
2018-05-25,80.150002,80.706001,80.022499,80.507500,80.507500,53968000
2018-05-29,80.035500,81.089500,80.007500,80.643501,80.643501,76930000
2018-05-30,80.904999,81.300003,80.646500,81.244499,81.244499,58148000
2018-05-31,81.150002,81.750000,81.067497,81.481003,81.481003,63326000
2018-06-01,81.851501,82.336502,81.754501,82.077003,82.077003,66268000
2018-06-04,82.445000,83.283997,82.274498,83.263496,83.263496,63754000
2018-06-05,83.649498,84.949997,83.502998,84.817497,84.817497,95644000
2018-06-06,85.225502,85.724998,84.323502,84.787498,84.787498,109464000
2018-06-07,84.928001,84.995003,83.805496,84.464996,84.464996,75314000
2018-06-08,84.056000,84.472000,83.650497,84.199501,84.199501,59102000
2018-06-11,84.075500,84.711998,84.029503,84.456001,84.456001,46710000
2018-06-12,84.650002,84.975502,84.575996,84.937500,84.937500,45184000
2018-06-13,85.140503,85.687500,85.005997,85.242996,85.242996,66550000
2018-06-14,85.674004,86.239998,85.443497,86.193001,86.193001,63488000
2018-06-15,85.699997,86.043503,85.426003,85.798500,85.798500,95552000
2018-06-18,85.313004,86.336998,85.127998,86.189499,86.189499,62154000
2018-06-19,85.452003,86.805496,85.019501,86.738998,86.738998,85802000
2018-06-20,87.125000,88.146500,87.068001,87.503998,87.503998,86652000
2018-06-21,88.000000,88.154999,85.877998,86.511002,86.511002,98822000
2018-06-22,87.130997,87.150002,85.595001,85.783501,85.783501,81502000
2018-06-25,85.125504,85.250000,82.315498,83.157501,83.157501,150224000
